#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR24980334_assembly.fasta	21	51158	52521	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.66	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980334_assembly.fasta	22	9524	10714	+	BCR	1-1191/1191	========/======	2/4	99.83	80.72	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR24980334_assembly.fasta	26	43514	43927	-	HNS	1-414/414	===============	0/0	100.00	89.13	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR24980334_assembly.fasta	33	14877	15231	+	RAMA	21-375/375	===============	0/0	94.67	80.00	megares	MEG_6044	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	
SRR24980334_assembly.fasta	35	8085	8517	+	MARR	2-434/435	===============	0/0	99.54	82.45	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR24980334_assembly.fasta	35	8532	8887	+	MARA	1-356/390	==============.	0/0	91.28	89.33	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR24980334_assembly.fasta	36	4843	5565	-	SDIA	1-723/723	===============	0/0	100.00	98.75	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR24980334_assembly.fasta	38	34993	35598	+	PMRG	1-606/606	===============	0/0	100.00	98.68	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR24980334_assembly.fasta	5	109844	112957	+	ACRD	1-3114/3114	===============	0/0	100.00	98.75	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR24980334_assembly.fasta	53	24127	25320	+	ACRA	1-1194/1194	===============	0/0	100.00	83.08	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR24980334_assembly.fasta	53	25343	28474	+	ACRB	1-3132/3150	========/======	2/2	99.40	85.38	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR24980334_assembly.fasta	55	11562	11999	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	96.58	megares	MEG_285	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR24980334_assembly.fasta	71	11304	12173	-	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR24980334_assembly.fasta	8	79613	80311	+	CPXAR	1-699/699	===============	0/0	100.00	87.12	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980334_assembly.fasta	8	80308	81674	+	CPXAR	1-1367/1374	===============	0/0	99.49	85.08	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980334_assembly.fasta	82	13495	14025	+	EMRR	1-531/531	===============	0/0	100.00	85.50	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR24980334_assembly.fasta	82	14152	15324	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.54	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR24980334_assembly.fasta	82	15341	16876	+	EMRB	1-1539/1539	========/======	1/3	99.81	84.28	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR24980334_assembly.fasta	83	6782	8206	+	MDTK	1-1425/1425	===============	0/0	100.00	98.60	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980334_assembly.fasta	94	1	626	-	KDPE	1-626/678	========/=====.	2/2	92.18	81.18	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR24980335_assembly.fasta	1	27059	27491	+	MARR	2-434/435	===============	0/0	99.54	82.45	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR24980335_assembly.fasta	1	27506	27861	+	MARA	1-356/390	==============.	0/0	91.28	89.33	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR24980335_assembly.fasta	1	121653	123016	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.88	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980335_assembly.fasta	10	81871	83409	-	EMRB	1-1539/1539	===============	0/0	100.00	84.21	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR24980335_assembly.fasta	10	83426	84598	-	EMRA	1-1173/1173	========/======	2/2	99.91	82.37	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR24980335_assembly.fasta	10	84725	85255	-	EMRR	1-531/531	===============	0/0	100.00	85.69	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR24980335_assembly.fasta	11	86880	87293	+	HNS	1-414/414	===============	0/0	100.00	88.89	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR24980335_assembly.fasta	13	66917	68283	-	CPXAR	1-1367/1374	===============	0/0	99.49	85.22	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980335_assembly.fasta	13	68280	68978	-	CPXAR	1-699/699	===============	0/0	100.00	86.41	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980335_assembly.fasta	16	62219	64120	+	PBP2	1-1902/1902	===============	0/0	100.00	83.23	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR24980335_assembly.fasta	17	77728	78921	+	ACRA	1-1194/1194	===============	0/0	100.00	83.42	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR24980335_assembly.fasta	17	78944	82075	+	ACRB	1-3132/3150	========/======	2/2	99.40	85.76	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR24980335_assembly.fasta	18	3868	5025	-	AMPH	1-1158/1158	===============	0/0	100.00	80.05	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
SRR24980335_assembly.fasta	2	189865	190187	+	SOXS	1-323/324	===============	0/0	99.69	82.97	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR24980335_assembly.fasta	20	43007	43824	+	BACA	1-818/822	========/======	2/2	99.39	85.59	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR24980335_assembly.fasta	23	14200	15069	+	ROBA	1-870/870	===============	0/0	100.00	81.38	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR24980335_assembly.fasta	24	70960	72384	+	MDTK	1-1425/1425	===============	0/0	100.00	99.93	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980335_assembly.fasta	27	44702	46450	+	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR24980335_assembly.fasta	29	11319	11756	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	100.00	megares	MEG_285	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR24980335_assembly.fasta	32	43337	43969	+	CRP	1-633/633	===============	0/0	100.00	87.84	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR24980335_assembly.fasta	35	1	699	+	SDIA	25-723/723	===============	0/0	96.68	100.00	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR24980335_assembly.fasta	4	171420	172605	+	EMRD	6-1191/1191	========/======	2/2	99.50	83.74	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR24980335_assembly.fasta	5	23904	25094	+	BCR	1-1191/1191	===============	0/0	100.00	80.61	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR24980335_assembly.fasta	5	122319	123041	-	BAER	1-723/723	===============	0/0	100.00	100.00	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR24980335_assembly.fasta	5	123038	124441	-	BAES	1-1404/1404	===============	0/0	100.00	100.00	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR24980335_assembly.fasta	5	125850	128930	-	MDTC	1-3081/3081	===============	0/0	100.00	99.97	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR24980335_assembly.fasta	5	128931	132053	-	MDTB	1-3123/3123	===============	0/0	100.00	99.97	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR24980335_assembly.fasta	5	132053	133294	-	MDTA	1-1242/1242	===============	0/0	100.00	100.00	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR24980335_assembly.fasta	53	23400	24029	+	KDPE	1-630/678	========/======	2/2	92.77	80.82	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR24980335_assembly.fasta	6	35429	38542	+	ACRD	1-3114/3114	===============	0/0	100.00	99.97	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR24980335_assembly.fasta	62	7277	8482	-	TETB	1-1206/1206	===============	0/0	100.00	100.00	megares	MEG_7052	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TETB	
SRR24980335_assembly.fasta	7	116149	117660	-	GESC	1-1512/1512	===============	0/0	100.00	100.00	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR24980335_assembly.fasta	7	117623	120790	-	GESB	1-3168/3168	===============	0/0	100.00	100.00	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR24980335_assembly.fasta	7	120787	122013	-	GESA	1-1227/1227	===============	0/0	100.00	100.00	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR24980335_assembly.fasta	81	9	845	-	APH6	1-837/837	===============	0/0	100.00	100.00	megares	MEG_1086	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH6	
SRR24980335_assembly.fasta	81	845	1672	-	APH3-DPRIME	1-828/828	===============	0/0	100.00	100.00	megares	MEG_1019	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH3-DPRIME	
SRR24980335_assembly.fasta	81	1709	2524	-	SULII	1-816/816	===============	0/0	100.00	100.00	megares	MEG_6618	Drugs:Sulfonamides:Sulfonamide-resistant_dihydropteroate_synthases:SULII	
SRR24980335_assembly.fasta	9	7175	8818	-	YOGI	1-1644/1644	========/======	7/10	99.70	80.11	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR24980335_assembly.fasta	9	49480	50085	-	PMRG	1-606/606	===============	0/0	100.00	100.00	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR24980335_assembly.fasta	90	155	1400	+	TEM	1-1246/1268	===============	0/0	98.26	99.36	megares	MEG_6875	Drugs:betalactams:Class_A_betalactamases:TEM	
SRR24980338_assembly.fasta	1	15441	15878	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	97.94	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR24980338_assembly.fasta	1	126829	127261	+	MARR	2-434/435	===============	0/0	99.54	81.99	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR24980338_assembly.fasta	1	127276	127631	+	MARA	1-356/390	==============.	0/0	91.28	89.61	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR24980338_assembly.fasta	1	224993	226356	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.81	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980338_assembly.fasta	10	76603	78504	-	PBP2	1-1902/1902	===============	0/0	100.00	83.23	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR24980338_assembly.fasta	11	13527	14057	+	EMRR	1-531/531	===============	0/0	100.00	85.88	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR24980338_assembly.fasta	11	14184	15356	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.28	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR24980338_assembly.fasta	11	15373	16911	+	EMRB	1-1539/1539	===============	0/0	100.00	84.15	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR24980338_assembly.fasta	12	5380	5793	+	HNS	1-414/414	===============	0/0	100.00	88.89	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR24980338_assembly.fasta	14	9879	10748	+	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR24980338_assembly.fasta	19	12682	14106	-	MDTK	1-1425/1425	===============	0/0	100.00	99.02	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR24980338_assembly.fasta	2	184524	185156	-	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR24980338_assembly.fasta	21	40992	42503	-	GESC	1-1512/1512	===============	0/0	100.00	98.55	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR24980338_assembly.fasta	21	42466	45633	-	GESB	1-3168/3168	===============	0/0	100.00	99.62	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR24980338_assembly.fasta	21	45630	46856	-	GESA	1-1227/1227	===============	0/0	100.00	98.86	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR24980338_assembly.fasta	22	35633	36874	+	MDTA	1-1242/1242	===============	0/0	100.00	99.03	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR24980338_assembly.fasta	22	36874	39996	+	MDTB	1-3123/3123	===============	0/0	100.00	98.72	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR24980338_assembly.fasta	22	39997	43077	+	MDTC	1-3081/3081	===============	0/0	100.00	98.34	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR24980338_assembly.fasta	22	44486	45889	+	BAES	1-1404/1404	===============	0/0	100.00	98.43	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR24980338_assembly.fasta	22	45886	46608	+	BAER	1-723/723	===============	0/0	100.00	99.03	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR24980338_assembly.fasta	29	5938	7304	-	CPXAR	1-1367/1374	===============	0/0	99.49	85.22	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980338_assembly.fasta	29	7301	7999	-	CPXAR	1-699/699	===============	0/0	100.00	86.55	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR24980338_assembly.fasta	30	40075	41260	+	EMRD	6-1191/1191	========/======	2/2	99.50	83.91	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR24980338_assembly.fasta	31	4264	4586	-	SOXS	1-323/324	===============	0/0	99.69	82.35	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR24980338_assembly.fasta	32	51154	51783	+	KDPE	1-630/678	========/======	2/2	92.77	80.82	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR24980338_assembly.fasta	33	36245	36967	+	SDIA	1-723/723	===============	0/0	100.00	99.03	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR24980338_assembly.fasta	36	8316	8921	-	PMRG	1-606/606	===============	0/0	100.00	99.34	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR24980338_assembly.fasta	4	57714	60827	-	ACRD	1-3114/3114	===============	0/0	100.00	99.33	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR24980338_assembly.fasta	45	16212	17960	-	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR24980338_assembly.fasta	48	14286	15476	+	BCR	1-1191/1191	===============	0/0	100.00	80.69	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR24980338_assembly.fasta	57	7474	9117	-	YOGI	1-1644/1644	========/======	9/12	99.64	80.00	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR24980338_assembly.fasta	7	12731	13548	-	BACA	1-818/822	========/======	2/2	99.39	85.71	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR24980338_assembly.fasta	9	81926	83119	+	ACRA	1-1194/1194	===============	0/0	100.00	83.25	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR24980338_assembly.fasta	9	83142	86273	+	ACRB	1-3132/3150	========/======	2/2	99.40	85.64	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR25451680_assembly.fasta	1	14561	15751	+	BCR	1-1191/1191	===============	0/0	100.00	80.69	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR25451680_assembly.fasta	1	112793	113515	-	BAER	1-723/723	===============	0/0	100.00	97.79	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR25451680_assembly.fasta	1	113512	114915	-	BAES	1-1404/1404	===============	0/0	100.00	98.72	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR25451680_assembly.fasta	1	116324	119404	-	MDTC	1-3081/3081	===============	0/0	100.00	98.99	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR25451680_assembly.fasta	1	119405	122527	-	MDTB	1-3123/3123	===============	0/0	100.00	98.97	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR25451680_assembly.fasta	1	122527	123768	-	MDTA	1-1242/1242	===============	0/0	100.00	99.92	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR25451680_assembly.fasta	1	244170	245594	+	MDTK	1-1425/1425	===============	0/0	100.00	99.09	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR25451680_assembly.fasta	1	313675	314397	+	SDIA	1-723/723	===============	0/0	100.00	99.03	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR25451680_assembly.fasta	1	510375	510788	-	HNS	1-414/414	===============	0/0	100.00	88.65	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR25451680_assembly.fasta	1	650298	650735	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	99.54	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR25451680_assembly.fasta	1	759234	759666	+	MARR	2-434/435	===============	0/0	99.54	82.22	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR25451680_assembly.fasta	1	759681	760036	+	MARA	1-356/390	==============.	0/0	91.28	89.61	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR25451680_assembly.fasta	1	854412	855775	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.73	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR25451680_assembly.fasta	1	1237166	1238914	-	MSBA	1-1749/1749	===============	0/0	100.00	84.79	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR25451680_assembly.fasta	2	140299	141116	+	BACA	1-818/822	========/======	2/2	99.39	85.96	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR25451680_assembly.fasta	2	543755	545293	-	EMRB	1-1539/1539	===============	0/0	100.00	84.53	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR25451680_assembly.fasta	2	545310	546482	-	EMRA	1-1173/1173	========/======	2/2	99.91	82.54	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR25451680_assembly.fasta	2	546609	547139	-	EMRR	1-531/531	===============	0/0	100.00	85.69	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR25451680_assembly.fasta	3	99552	101063	-	GESC	1-1512/1512	===============	0/0	100.00	98.61	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR25451680_assembly.fasta	3	101026	104193	-	GESB	1-3168/3168	===============	0/0	100.00	99.08	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR25451680_assembly.fasta	3	104190	105416	-	GESA	1-1227/1227	===============	0/0	100.00	98.70	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR25451680_assembly.fasta	3	136064	137221	-	AMPH	1-1158/1158	===============	0/0	100.00	80.14	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
SRR25451680_assembly.fasta	3	236457	239588	-	ACRB	1-3132/3150	========/======	2/2	99.40	85.51	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR25451680_assembly.fasta	3	239611	240804	-	ACRA	1-1194/1194	===============	0/0	100.00	83.33	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR25451680_assembly.fasta	3	444290	446191	-	PBP2	1-1902/1902	===============	0/0	100.00	83.44	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR25451680_assembly.fasta	3	508817	509489	-	KDPE	1-673/678	========/======	2/2	99.12	81.45	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR25451680_assembly.fasta	4	71770	72639	+	ROBA	1-870/870	===============	0/0	100.00	81.49	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR25451680_assembly.fasta	4	395819	396141	+	SOXS	1-323/324	===============	0/0	99.69	82.97	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR25451680_assembly.fasta	5	11741	12926	-	EMRD	6-1191/1191	========/======	2/2	99.50	83.66	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR25451680_assembly.fasta	5	388259	388891	-	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR25451680_assembly.fasta	6	7406	9049	-	YOGI	1-1644/1644	========/======	7/10	99.70	80.41	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR25451680_assembly.fasta	6	49710	50315	-	PMRG	1-606/606	===============	0/0	100.00	100.00	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
